KEGG_ID,Name,Path
K13611,polyketide synthase PksJ,Brite Hierarchies; Protein families: metabolism; Lipid biosynthesis proteins | Brite Hierarchies; Protein families: metabolism; Polyketide biosynthesis proteins
K13612,polyketide synthase PksL,Brite Hierarchies; Protein families: metabolism; Lipid biosynthesis proteins | Brite Hierarchies; Protein families: metabolism; Polyketide biosynthesis proteins
K13613,polyketide synthase PksM,Brite Hierarchies; Protein families: metabolism; Lipid biosynthesis proteins | Brite Hierarchies; Protein families: metabolism; Polyketide biosynthesis proteins
K13614,polyketide synthase PksN,Brite Hierarchies; Protein families: metabolism; Lipid biosynthesis proteins | Brite Hierarchies; Protein families: metabolism; Polyketide biosynthesis proteins
K13617,protein phosphatase methylesterase 1 [EC:3.1.1.89],Brite Hierarchies; Protein families: metabolism; Peptidases
K13622,S-adenosylmethionine-diacylglycerol 3-amino-3-carboxypropyl transferase,Metabolism; Lipid metabolism; Glycerophospholipid metabolism
K13628,iron-sulfur cluster assembly protein,Brite Hierarchies; Protein families: genetic information processing; Transfer RNA biogenesis
K13633,"AraC family transcriptional regulator, transcriptional activator FtrA",Brite Hierarchies; Protein families: genetic information processing; Transcription factors
K13634,"LysR family transcriptional regulator, cys regulon transcriptional activator",Brite Hierarchies; Protein families: genetic information processing; Transcription factors
K13635,"LysR family transcriptional regulator, cys regulon transcriptional activator",Brite Hierarchies; Protein families: genetic information processing; Transcription factors
K13637,"GntR family transcriptional regulator, uxu operon transcriptional repressor",Brite Hierarchies; Protein families: genetic information processing; Transcription factors
K13638,"MerR family transcriptional regulator, Zn(II)-responsive regulator of zntA",Brite Hierarchies; Protein families: genetic information processing; Transcription factors
K13641,"IclR family transcriptional regulator, acetate operon repressor",Brite Hierarchies; Protein families: genetic information processing; Transcription factors
K13643,"Rrf2 family transcriptional regulator, iron-sulfur cluster assembly transcription factor",Brite Hierarchies; Protein families: genetic information processing; Transcription factors
K13652,AraC family transcriptional regulator,Brite Hierarchies; Protein families: genetic information processing; Transcription factors
K13653,AraC family transcriptional regulator,Brite Hierarchies; Protein families: genetic information processing; Transcription factors
K13655,HTH-type transcriptional regulator / antitoxin MqsA,Brite Hierarchies; Protein families: genetic information processing; Transcription factors | Brite Hierarchies; Protein families: signaling and cellular processes; Prokaryotic defense system
K13667,protein glucosyltransferase [EC:2.4.1.-],Metabolism; Glycan biosynthesis and metabolism; Other types of O-glycan biosynthesis | Brite Hierarchies; Protein families: metabolism; Glycosyltransferases
K13668,phosphatidyl-myo-inositol dimannoside synthase [EC:2.4.1.346],Metabolism; Glycan biosynthesis and metabolism; Lipoarabinomannan (LAM) biosynthesis | Brite Hierarchies; Protein families: metabolism; Glycosyltransferases
K13675,"UDP-glucose:O-linked fucose beta-1,3-glucosyltransferase [EC:2.4.1.-]",Metabolism; Glycan biosynthesis and metabolism; Other types of O-glycan biosynthesis | Brite Hierarchies; Protein families: metabolism; Glycosyltransferases
K13679,granule-bound starch synthase [EC:2.4.1.242],Metabolism; Carbohydrate metabolism; Starch and sucrose metabolism | Brite Hierarchies; Protein families: metabolism; Glycosyltransferases
K13688,"cyclic beta-1,2-glucan synthetase [EC:2.4.1.-]",Brite Hierarchies; Protein families: metabolism; Glycosyltransferases
K13691,pathogen-inducible salicylic acid glucosyltransferase [EC:2.4.1.-],Brite Hierarchies; Protein families: metabolism; Glycosyltransferases
K13693,glucosyl-3-phosphoglycerate synthase [EC:2.4.1.266],Brite Hierarchies; Protein families: metabolism; Glycosyltransferases
K13694,murein DD-endopeptidase / murein LD-carboxypeptidase [EC:3.4.-.- 3.4.17.13],Brite Hierarchies; Protein families: metabolism; Peptidases | Brite Hierarchies; Protein families: metabolism; Peptidoglycan biosynthesis and degradation proteins
K13717,OTU domain-containing protein 3 [EC:3.4.19.12],Brite Hierarchies; Protein families: metabolism; Peptidases | Brite Hierarchies; Protein families: genetic information processing; Ubiquitin system
K13720,N-acylethanolamine-hydrolysing acid amidase [EC:3.5.1.-],Brite Hierarchies; Protein families: metabolism; Peptidases
K13721,aminopeptidase 2 [EC:3.4.11.-],Brite Hierarchies; Protein families: metabolism; Peptidases
K13727,phenolic acid decarboxylase [EC:4.1.1.-],Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers
K13730,internalin A,Human Diseases; Infectious diseases: Bacterial; Bacterial invasion of epithelial cells
K13745,"L-2,4-diaminobutyrate decarboxylase [EC:4.1.1.86]","Metabolism; Amino acid metabolism; Glycine, serine and threonine metabolism"
K13748,"alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase C [EC:2.4.1.201 2.4.1.145]",Metabolism; Glycan biosynthesis and metabolism; N-Glycan biosynthesis | Metabolism; Glycan biosynthesis and metabolism; Various types of N-glycan biosynthesis | Brite Hierarchies; Protein families: metabolism; Glycosyltransferases
K13750,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 2",Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K13754,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 6",Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K13755,"calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase [EC:3.1.4.17]",Metabolism; Nucleotide metabolism; Purine metabolism | Environmental Information Processing; Signal transduction; Calcium signaling pathway | Organismal Systems; Endocrine system; Renin secretion | Organismal Systems; Sensory system; Olfactory transduction | Organismal Systems; Sensory system; Taste transduction | Human Diseases; Substance dependence; Morphine addiction
K13766,methylglutaconyl-CoA hydratase [EC:4.2.1.18],"Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation"
K13771,"Rrf2 family transcriptional regulator, nitric oxide-sensitive transcriptional repressor",Human Diseases; Infectious diseases: Bacterial; Salmonella infection | Brite Hierarchies; Protein families: genetic information processing; Transcription factors
K13774,citronellol/citronellal dehydrogenase,Metabolism; Metabolism of terpenoids and polyketides; Geraniol degradation
K13775,citronellol/citronellal dehydrogenase,Metabolism; Metabolism of terpenoids and polyketides; Geraniol degradation
K13776,citronellyl-CoA synthetase [EC:6.2.1.-],Metabolism; Metabolism of terpenoids and polyketides; Geraniol degradation | Brite Hierarchies; Protein families: metabolism; Lipid biosynthesis proteins
K13777,geranyl-CoA carboxylase alpha subunit [EC:6.4.1.5],Metabolism; Metabolism of terpenoids and polyketides; Geraniol degradation
K13778,geranyl-CoA carboxylase beta subunit [EC:6.4.1.5],Metabolism; Metabolism of terpenoids and polyketides; Geraniol degradation
K13779,isohexenylglutaconyl-CoA hydratase [EC:4.2.1.57],Metabolism; Metabolism of terpenoids and polyketides; Geraniol degradation
K13788,phosphate acetyltransferase [EC:2.3.1.8],Metabolism; Carbohydrate metabolism; Pyruvate metabolism | Metabolism; Carbohydrate metabolism; Propanoate metabolism | Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes | Metabolism; Energy metabolism; Methane metabolism | Metabolism; Metabolism of other amino acids; Taurine and hypotaurine metabolism
K13789,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",Metabolism; Metabolism of terpenoids and polyketides; Terpenoid backbone biosynthesis | Brite Hierarchies; Protein families: metabolism; Prenyltransferases
K13796,tricarballylate dehydrogenase,Not Included in Pathway or Brite; Unclassified: metabolism; Energy metabolism
K13806,sn1-specific diacylglycerol lipase [EC:3.1.1.-],Organismal Systems; Endocrine system; Aldosterone synthesis and secretion | Organismal Systems; Nervous system; Retrograde endocannabinoid signaling | Organismal Systems; Sensory system; Phototransduction - fly
K13821,"RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]","Metabolism; Amino acid metabolism; Alanine, aspartate and glutamate metabolism | Metabolism; Amino acid metabolism; Arginine and proline metabolism | Brite Hierarchies; Protein families: genetic information processing; Transcription factors"
K13830,pentafunctional AROM polypeptide [EC:4.2.3.4 4.2.1.10 1.1.1.25 2.7.1.71 2.5.1.19],"Metabolism; Amino acid metabolism; Phenylalanine, tyrosine and tryptophan biosynthesis"
K13874,L-arabinonolactonase [EC:3.1.1.15],Metabolism; Carbohydrate metabolism; Ascorbate and aldarate metabolism
K13877,"2,5-dioxopentanoate dehydrogenase [EC:1.2.1.26]",Metabolism; Carbohydrate metabolism; Pentose and glucuronate interconversions | Metabolism; Carbohydrate metabolism; Ascorbate and aldarate metabolism
K13886,coronin-1B/1C/6,Brite Hierarchies; Protein families: signaling and cellular processes; Cytoskeleton proteins
K13892,glutathione transport system ATP-binding protein,Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K13893,microcin C transport system substrate-binding protein,Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K13894,microcin C transport system permease protein,Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K13895,microcin C transport system permease protein,Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K13896,microcin C transport system ATP-binding protein,Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K13912,deleted in malignant brain tumors 1 protein,Organismal Systems; Digestive system; Salivary secretion
K13924,"two-component system, chemotaxis family, CheB/CheR fusion protein [EC:2.1.1.80 3.1.1.61]",Environmental Information Processing; Signal transduction; Two-component system | Cellular Processes; Cell motility; Bacterial chemotaxis | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Bacterial motility proteins
K13926,ribosome-dependent ATPase,Not Included in Pathway or Brite; Unclassified: genetic information processing; Translation
K13928,"LysR family transcriptional regulator, malonate utilization transcriptional regulator",Brite Hierarchies; Protein families: genetic information processing; Transcription factors
K13929,malonate decarboxylase alpha subunit [EC:2.3.1.187],Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K13930,triphosphoribosyl-dephospho-CoA synthase [EC:2.4.2.52],Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers
K13931,malonate decarboxylase delta subunit,Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K13932,malonate decarboxylase beta subunit [EC:4.1.1.87],Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers
K13933,malonate decarboxylase gamma subunit [EC:4.1.1.87],Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers
K13934,phosphoribosyl-dephospho-CoA transferase [EC:2.7.7.66],Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers
K13935,malonate decarboxylase epsilon subunit [EC:2.3.1.39],Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers
K13938,dihydromonapterin reductase / dihydrofolate reductase [EC:1.5.1.50 1.5.1.3],Metabolism; Metabolism of cofactors and vitamins; Folate biosynthesis | Metabolism; Metabolism of cofactors and vitamins; One carbon pool by folate
K13941,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase [EC:2.7.6.3 2.5.1.15],Metabolism; Metabolism of cofactors and vitamins; Folate biosynthesis
K13953,"alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]",Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Lipid metabolism; Fatty acid degradation | Metabolism; Amino acid metabolism; Tyrosine metabolism | Metabolism; Metabolism of cofactors and vitamins; Retinol metabolism | Metabolism; Xenobiotics biodegradation and metabolism; Chloroalkane and chloroalkene degradation | Metabolism; Xenobiotics biodegradation and metabolism; Naphthalene degradation | Metabolism; Xenobiotics biodegradation and metabolism; Metabolism of xenobiotics by cytochrome P450 | Metabolism; Xenobiotics biodegradation and metabolism; Drug metabolism - cytochrome P450
K13954,alcohol dehydrogenase [EC:1.1.1.1],Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Lipid metabolism; Fatty acid degradation | Metabolism; Amino acid metabolism; Tyrosine metabolism | Metabolism; Xenobiotics biodegradation and metabolism; Chloroalkane and chloroalkene degradation | Metabolism; Xenobiotics biodegradation and metabolism; Naphthalene degradation
K13956,actin-binding protein IPP,Brite Hierarchies; Protein families: genetic information processing; Ubiquitin system
K13963,serpin B,Human Diseases; Infectious diseases: Parasitic; Amoebiasis
K13979,uncharacterized zinc-type alcohol dehydrogenase-like protein [EC:1.-.-.-],Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers
K13983,putative helicase MOV10L1 [EC:3.6.4.13],Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins
K13984,thioredoxin domain-containing protein 5,"Genetic Information Processing; Folding, sorting and degradation; Protein processing in endoplasmic reticulum | Brite Hierarchies; Protein families: genetic information processing; Chaperones and folding catalysts | Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking"
K13985,N-acyl-phosphatidylethanolamine-hydrolysing phospholipase D [EC:3.1.4.54],Organismal Systems; Nervous system; Retrograde endocannabinoid signaling
K13989,Derlin-2/3,"Genetic Information Processing; Folding, sorting and degradation; Protein processing in endoplasmic reticulum"
K13995,maleamate amidohydrolase [EC:3.5.1.107],Metabolism; Metabolism of cofactors and vitamins; Nicotinate and nicotinamide metabolism
K14004,protein transport protein SEC13,"Genetic Information Processing; Translation; RNA transport | Genetic Information Processing; Folding, sorting and degradation; Protein processing in endoplasmic reticulum | Environmental Information Processing; Signal transduction; mTOR signaling pathway | Brite Hierarchies; Protein families: genetic information processing; Messenger RNA biogenesis | Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking"
K14006,protein transport protein SEC23,"Genetic Information Processing; Folding, sorting and degradation; Protein processing in endoplasmic reticulum | Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking"
K14007,protein transport protein SEC24,"Genetic Information Processing; Folding, sorting and degradation; Protein processing in endoplasmic reticulum | Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking"
K14050,geranylgeranyl transferase type-2 subunit alpha [EC:2.5.1.60],Brite Hierarchies; Protein families: metabolism; Prenyltransferases | Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking
K14051,c-di-GMP phosphodiesterase Gmr [EC:3.1.4.52],Cellular Processes; Cellular community - prokaryotes; Quorum sensing | Cellular Processes; Cellular community - prokaryotes; Biofilm formation - Escherichia coli
K14054,protein MpaA,Not Included in Pathway or Brite; Unclassified: metabolism; Amino acid metabolism
K14055,universal stress protein E,Not Included in Pathway or Brite; Unclassified: signaling and cellular processes; Signaling proteins
K14056,"HTH-type transcriptional regulator, repressor for puuD",Brite Hierarchies; Protein families: genetic information processing; Transcription factors
K14058,tRNA 2-thiocytidine biosynthesis protein TtcA,Brite Hierarchies; Protein families: genetic information processing; Transfer RNA biogenesis
K14059,integrase,Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair
K14060,putative DNA-invertase from lambdoid prophage Rac,Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair
K14062,outer membrane protein N,Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K14077,two pore calcium channel protein 2,Environmental Information Processing; Signal transduction; Calcium signaling pathway | Organismal Systems; Digestive system; Pancreatic secretion | Brite Hierarchies; Protein families: signaling and cellular processes; Ion channels
K14153,hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3],Metabolism; Metabolism of cofactors and vitamins; Thiamine metabolism
K14154,thiamine-phosphate diphosphorylase / hydroxyethylthiazole kinase [EC:2.5.1.3 2.7.1.50],Metabolism; Metabolism of cofactors and vitamins; Thiamine metabolism
K14155,cysteine-S-conjugate beta-lyase [EC:4.4.1.13],Metabolism; Amino acid metabolism; Cysteine and methionine metabolism | Metabolism; Metabolism of other amino acids; Selenocompound metabolism | Brite Hierarchies; Protein families: metabolism; Amino acid related enzymes
K14160,protein ImuA,Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins
K14161,protein ImuB,Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins
K14162,error-prone DNA polymerase [EC:2.7.7.7],Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins
K14165,atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48],Brite Hierarchies; Protein families: metabolism; Protein phosphatases and associated proteins
K14170,chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51],"Metabolism; Amino acid metabolism; Phenylalanine, tyrosine and tryptophan biosynthesis"
K14172,light-harvesting complex II chlorophyll a/b binding protein 7,Metabolism; Energy metabolism; Photosynthesis - antenna proteins | Brite Hierarchies; Protein families: metabolism; Photosynthesis proteins
K14187,chorismate mutase / prephenate dehydrogenase [EC:5.4.99.5 1.3.1.12],"Metabolism; Amino acid metabolism; Phenylalanine, tyrosine and tryptophan biosynthesis | Metabolism; Biosynthesis of other secondary metabolites; Novobiocin biosynthesis"
K14189,uncharacterized oxidoreductase [EC:1.-.-.-],Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers
K14205,phosphatidylglycerol lysyltransferase [EC:2.3.2.3],Environmental Information Processing; Signal transduction; Two-component system | Human Diseases; Infectious diseases: Bacterial; Staphylococcus aureus infection | Human Diseases; Drug resistance: Antimicrobial; Cationic antimicrobial peptide (CAMP) resistance | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes
K14206,"solute carrier family 15 (oligopeptide transporter), member 1",Organismal Systems; Digestive system; Protein digestion and absorption | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K14209,solute carrier family 36 (proton-coupled amino acid transporter),Cellular Processes; Transport and catabolism; Autophagy - yeast | Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K14214,NF-kappa-B inhibitor delta,Brite Hierarchies; Protein families: genetic information processing; Transcription factors | Brite Hierarchies; Protein families: genetic information processing; Chaperones and folding catalysts
K14260,alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2],"Metabolism; Amino acid metabolism; Alanine, aspartate and glutamate metabolism | Metabolism; Amino acid metabolism; Valine, leucine and isoleucine biosynthesis | Metabolism; Amino acid metabolism; Arginine biosynthesis | Brite Hierarchies; Protein families: metabolism; Amino acid related enzymes"
K14261,alanine-synthesizing transaminase [EC:2.6.1.-],Brite Hierarchies; Protein families: metabolism; Amino acid related enzymes
K14264,kynurenine aminotransferase [EC:2.6.1.7],Metabolism; Amino acid metabolism; Tryptophan metabolism | Brite Hierarchies; Protein families: metabolism; Amino acid related enzymes
K14267,N-succinyldiaminopimelate aminotransferase [EC:2.6.1.17],Metabolism; Amino acid metabolism; Lysine biosynthesis | Brite Hierarchies; Protein families: metabolism; Amino acid related enzymes
K14268,5-aminovalerate/4-aminobutyrate aminotransferase [EC:2.6.1.48 2.6.1.19],"Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Amino acid metabolism; Alanine, aspartate and glutamate metabolism | Metabolism; Amino acid metabolism; Lysine degradation | Brite Hierarchies; Protein families: metabolism; Amino acid related enzymes"
K14274,xylonolactonase [EC:3.1.1.-],Metabolism; Carbohydrate metabolism; Pentose and glucuronate interconversions
K14287,methionine transaminase [EC:2.6.1.88],Brite Hierarchies; Protein families: metabolism; Amino acid related enzymes
K14290,exportin-1,Genetic Information Processing; Translation; RNA transport | Genetic Information Processing; Translation; Ribosome biogenesis in eukaryotes | Environmental Information Processing; Signal transduction; MAPK signaling pathway - fly | Human Diseases; Infectious diseases: Viral; Human T-cell leukemia virus 1 infection | Human Diseases; Infectious diseases: Viral; Influenza A | Brite Hierarchies; Protein families: genetic information processing; Messenger RNA biogenesis | Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis | Brite Hierarchies; Protein families: genetic information processing; Transfer RNA biogenesis | Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins
K14292,trimethylguanosine synthase [EC:2.1.1.-],Genetic Information Processing; Translation; RNA transport
K14293,importin subunit beta-1,Genetic Information Processing; Translation; RNA transport | Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis | Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins
K14298,mRNA export factor,Genetic Information Processing; Translation; RNA transport | Human Diseases; Infectious diseases: Viral; Influenza A | Brite Hierarchies; Protein families: genetic information processing; Messenger RNA biogenesis | Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins
K14312,nuclear pore complex protein Nup155,Genetic Information Processing; Translation; RNA transport | Brite Hierarchies; Protein families: genetic information processing; Messenger RNA biogenesis
K14326,regulator of nonsense transcripts 1 [EC:3.6.4.-],Genetic Information Processing; Translation; RNA transport | Genetic Information Processing; Translation; mRNA surveillance pathway | Brite Hierarchies; Protein families: genetic information processing; Messenger RNA biogenesis
K14333,"2,3-dihydroxybenzoate decarboxylase [EC:4.1.1.46]",Metabolism; Xenobiotics biodegradation and metabolism; Benzoate degradation | Metabolism; Xenobiotics biodegradation and metabolism; Aminobenzoate degradation
K14335,"alpha-1,6-mannosyltransferase [EC:2.4.1.-]",Metabolism; Glycan biosynthesis and metabolism; Lipoarabinomannan (LAM) biosynthesis | Brite Hierarchies; Protein families: metabolism; Glycosyltransferases
K14338,cytochrome P450 / NADPH-cytochrome P450 reductase [EC:1.14.14.1 1.6.2.4],Metabolism; Lipid metabolism; Fatty acid degradation | Metabolism; Amino acid metabolism; Tryptophan metabolism | Metabolism; Xenobiotics biodegradation and metabolism; Aminobenzoate degradation | Brite Hierarchies; Protein families: metabolism; Cytochrome P450
K14342,"solute carrier family 10 (sodium/bile acid cotransporter), member 2",Organismal Systems; Digestive system; Bile secretion | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K14347,"solute carrier family 10 (sodium/bile acid cotransporter), member 7",Brite Hierarchies; Protein families: signaling and cellular processes; Transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome
K14348,"GntR family transcriptional regulator, L-lactate dehydrogenase operon regulator",Brite Hierarchies; Protein families: genetic information processing; Transcription factors
K14376,poly(A) polymerase [EC:2.7.7.19],Genetic Information Processing; Translation; mRNA surveillance pathway | Brite Hierarchies; Protein families: genetic information processing; Messenger RNA biogenesis
K14379,tartrate-resistant acid phosphatase type 5 [EC:3.1.3.2],Metabolism; Metabolism of cofactors and vitamins; Riboflavin metabolism | Cellular Processes; Transport and catabolism; Lysosome | Organismal Systems; Development; Osteoclast differentiation | Human Diseases; Immune diseases; Rheumatoid arthritis
K14389,"solute carrier family 5 (sodium/glucose cotransporter), member 9",Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K14392,sodium/pantothenate symporter,Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K14393,cation/acetate symporter,Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K14396,polyadenylate-binding protein 2,Genetic Information Processing; Translation; mRNA surveillance pathway | Human Diseases; Infectious diseases: Viral; Influenza A | Brite Hierarchies; Protein families: genetic information processing; Messenger RNA biogenesis
K14402,cleavage and polyadenylation specificity factor subunit 2,Genetic Information Processing; Translation; mRNA surveillance pathway | Brite Hierarchies; Protein families: genetic information processing; Messenger RNA biogenesis
K14404,cleavage and polyadenylation specificity factor subunit 4,Genetic Information Processing; Translation; mRNA surveillance pathway | Human Diseases; Infectious diseases: Viral; Influenza A | Brite Hierarchies; Protein families: genetic information processing; Transcription machinery | Brite Hierarchies; Protein families: genetic information processing; Messenger RNA biogenesis
K14411,RNA-binding protein Musashi,Genetic Information Processing; Translation; mRNA surveillance pathway | Brite Hierarchies; Protein families: genetic information processing; Messenger RNA biogenesis
K14414,transcriptional regulatory protein RtcR,Brite Hierarchies; Protein families: genetic information processing; Transcription factors
K14415,tRNA-splicing ligase RtcB (3'-phosphate/5'-hydroxy nucleic acid ligase) [EC:6.5.1.8],Brite Hierarchies; Protein families: genetic information processing; Transfer RNA biogenesis
K14427,"solute carrier family 12 (potassium/chloride transporter), member 4/5/6",Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K14439,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 [EC:3.6.4.12],Cellular Processes; Cellular community - eukaryotes; Signaling pathways regulating pluripotency of stem cells | Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins
K14440,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 [EC:3.6.4.12],Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins
K14441,ribosomal protein S12 methylthiotransferase [EC:2.8.4.4],Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis
K14442,ATP-dependent RNA helicase DHX36 [EC:3.6.4.13],"Genetic Information Processing; Folding, sorting and degradation; RNA degradation | Brite Hierarchies; Protein families: genetic information processing; Messenger RNA biogenesis"
K14445,"solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5",Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K14453,"solute carrier family 26, other",Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K14457,2-acylglycerol O-acyltransferase 2 [EC:2.3.1.22],Metabolism; Lipid metabolism; Glycerolipid metabolism | Organismal Systems; Digestive system; Fat digestion and absorption
K14475,inhibitor of cysteine peptidase,Human Diseases; Infectious diseases: Parasitic; African trypanosomiasis
K14487,auxin responsive GH3 gene family,Environmental Information Processing; Signal transduction; Plant hormone signal transduction
K14488,SAUR family protein,Environmental Information Processing; Signal transduction; Plant hormone signal transduction
K14520,4-hydroxyacetophenone monooxygenase [EC:1.14.13.84],Metabolism; Xenobiotics biodegradation and metabolism; Bisphenol degradation
K14521,N-acetyltransferase 10 [EC:2.3.1.-],Genetic Information Processing; Translation; Ribosome biogenesis in eukaryotes | Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis
K14534,4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase [EC:4.2.1.120 5.3.3.3],Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes
K14539,large subunit GTPase 1 [EC:3.6.1.-],Genetic Information Processing; Translation; Ribosome biogenesis in eukaryotes | Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis
K14540,ribosome biogenesis GTPase A,Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis
K14554,U3 small nucleolar RNA-associated protein 21,Genetic Information Processing; Translation; Ribosome biogenesis in eukaryotes | Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis
K14555,U3 small nucleolar RNA-associated protein 13,Genetic Information Processing; Translation; Ribosome biogenesis in eukaryotes | Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis
K14558,periodic tryptophan protein 2,Genetic Information Processing; Translation; Ribosome biogenesis in eukaryotes | Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis
K14563,rRNA 2'-O-methyltransferase fibrillarin [EC:2.1.1.-],Genetic Information Processing; Translation; Ribosome biogenesis in eukaryotes | Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis
K14564,nucleolar protein 56,Genetic Information Processing; Translation; Ribosome biogenesis in eukaryotes | Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis
K14570,RNA exonuclease 1 [EC:3.1.-.-],Genetic Information Processing; Translation; Ribosome biogenesis in eukaryotes | Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis
K14571,ribosome biogenesis ATPase,Genetic Information Processing; Translation; Ribosome biogenesis in eukaryotes | Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis
K14572,midasin,Genetic Information Processing; Translation; Ribosome biogenesis in eukaryotes | Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis
